,party,sentence,sentence_coal,score
873,fdp,als motor fungiert auch der ausbau der digitalisierung.,"wir stärken kmu bei der digitalisierung durch unkomplizierte förderung und bauen die unterstützung für it-sicherheit, dsgvo-konforme datenverarbeitung und den einsatz digitaler technologien aus.",0.75295144
874,fdp,die berufliche ausbildung selbst wollen wir durchlässiger gestalten.,dabei wollen wir die planbarkeit und verbindlichkeit in der post-doc-phase deutlich erhöhen und frühzeitiger perspektiven für alternative karrieren schaffen.,0.75289094
875,fdp,"lebensjahr und mit allen altersvorsorgeansprüchen mindestens das grundsicherungsniveau erreicht, soll selbst entscheiden, wann der ruhestand beginnt.",die beschränkungen für alter und behandlungszyklen werden wir überprüfen.,0.75270295
876,fdp,"ein engerer austausch mit china kann aber nur auf der grundlage und der einhaltung des geltenden internationalen rechts und insbesondere der regeln der vereinten nationen, der welthandelsorganisation (wto) und der internationalen arbeitsorganisation (ilo) erfolgen.","auf der grundlage der menschenrechte und des geltenden internationalen rechts suchen wir die kooperation mit china, wo immer möglich.",0.7526325
877,fdp,dazu sollten im europäischen recht eindeutige regelungen verankert werden.,für eine restriktive rüstungsexportpolitik brauchen wir verbindlichere regeln und wollen daher mit unseren europäischen partnern eine entsprechende eu-rüstungsexportverordnung abstimmen.,0.75254726
878,fdp,deshalb müssen auch die bisher eingeleiteten trendwenden einer überprüfung unterzogen und der modernisierungsprozess der bundeswehr muss langfristig finanziell abgesichert werden.,der modernisierungs- und digitalisierungsprozess der bundeswehr wird angemessen parlamentarisch begleitet.,0.7525391
879,fdp,dieses ziel können wir durch ein striktes und jährlich sinkendes co2-limit in einem umfassenden emissionshandelssystem zuverlässig erreichen.,"zertifikatlöschung oder mindestpreis etc.), damit der co2-preis langfristig nicht unter 60 euro/tonne fällt.",0.75239885
880,fdp,wir wollen die europaweite verfügbarkeit wirksamer und moderner pflanzenschutzmittel sicherstellen.," wir stärken alternativen zu chemisch-synthetischen pflanzenschutzmitteln (biologicals, low risks, pflanzenstärkungsmittel, physikalisch, biologisch, anbaumethoden, robotik, drohnen, digitalisierung, prognosemodelle etc.) und verbessern die zugehörigen verfahren.",0.7523384
881,fdp,gemeinsam mit den europäischen partnern sollen die schadstoffe zeitnah geborgen beziehungsweise unschädlich gemacht werden.,"wir ergreifen alle notwendigen maßnahmen, um europarechtliche verpflichtungen zur minderung von stickstoffeinträgen in wasser und luft sicher zu erreichen, und wenden damit strafzahlungen an die eu ab.",0.75230795
882,fdp,förderanträge wollen wir vereinfachen.,"wir werden förderprogramme zusammenfassen, vereinfachen, flexibilisieren, harmonisieren und die mittel prioritär dorthin fließen lassen, wo der nachholbedarf am größten ist.",0.75224733
883,fdp,"mobilität eine innovative, ökologische und bezahlbare mobilität ist angewiesen auf eine zukunftsweisende verkehrspolitik ohne ideologische scheuklappen.",mobilität ist teil der daseinsvorsorge und voraussetzung für gleichwertige lebensverhältnisse in stadt und land.,0.75220007
884,fdp,"die politik muss die gesetzlichen rahmenbedingungen hierfür schaffen und insbesondere vorsehen, dass erziehungs- und unterhaltsverantwortung gemeinschaftlich ausgeübt werden, wenn das kindeswohl dem nicht entgegensteht.","in einem beteiligungsprozess mit ländern, kommunen und verbänden sollen notwendige anpassungen zur umsetzung der inklusiven jugendhilfe im sgb viii erarbeitet und in dieser legislatur gesetzlich geregelt und fortlaufend evaluiert werden.",0.75217503
885,fdp,"da es für das klima irrelevant ist, an welcher stelle co2 eingespart wird, wollen wir bei höheren zielen künftig die möglichkeit eröffnen, diese im sinne einer ökonomisch effizienten klimapolitik auch über maßnahmen nach artikel 6 des pariser abkommens zu erreichen.","wir werden die länder zu gesprächen darüber einladen, wie der bund sie bei der umsetzung der in der klimarahmenkonvention verankerten klimabildung am besten unterstützen kann.",0.7520208
886,fdp,"insbesondere wollen wir mit einem digitalpakt dafür sorgen, dass polizistinnen und polizisten in deutschland mit dem neuesten stand der technik und mit kompatiblen it-infrastrukturen ausgerüstet sind.","sichere und leistungsfähige datenverarbeitung, kombiniert mit mobiler it und klar geregelten kompetenzen, sind grundvoraussetzung moderner polizeiarbeit.",0.7518856
887,fdp,so schaffen wir anreize für investitionen in klimafreundliche technologien.,"mit klima- und entwicklungspartnerschaften fördern wir beidseitigen wissens- und technologietransfer, den ausbau erneuerbarer energien mit eigenständiger wertschöpfung und lokalen nutzungsmöglichkeiten, nachhaltige infrastruktur und weitere klimaschutz- und anpassungsmaßnahmen in unseren partnerländern.",0.751788
888,fdp,für eine wehrhafte demokratie: vielfalt bürgerschaftlichen engagements fördern wir freie demokraten wollen die vielfalt bürgerschaftlichen engagements in einer lebendigen bürgergesellschaft stärken.,ehrenamt und demokratisches engagement stärken den gesellschaftlichen zusammenhalt.,0.751784
889,fdp,start-ups sowie kleine und mittelständische unternehmen wollen wir gezielt einbinden – sowohl durch beteiligung an großen eu-vorhaben als auch durch den staat als ankerkunden.,wir wollen im rahmen der bestehenden förderstrukturen auch die entwicklungsschritte von der innovation hin zum markteintritt unterstützen.,0.751691
890,fdp,so müssen auch die sozialen kosten des klimaschutzes abgemildert werden.,"wir prüfen, ob und inwieweit der bund kommunen bei überdurchschnittlichen kosten beim klimagerechten umbau unterstützen kann.",0.75153816
891,fdp,schluss damit.,meldeketten an.,0.7513705
892,fdp,wir setzen uns für die aufklärung solcher vorkommnisse und für schärfere mechanismen zur verhinderung von menschenrechtsverletzungen ein.,wir werden verbindlichere maßnahmen zur verhinderung von gewalt vorantreiben.,0.75124377
893,fdp,bis zu vier elternteile sollen im interesse des kindeswohls rechtliche eltern sein können.,wir werden den kindern ein eigenes recht auf umgang mit den großeltern und geschwistern geben.,0.7512344
894,fdp,wir bauen bürokratie ab und erleichtern das gründen.,so senken wir die betrugsanfälligkeit unseres mehrwertsteuersystems erheblich und modernisieren und entbürokratisieren gleichzeitig die schnittstelle zwischen der verwaltung und den betrieben.,0.7511195
895,fdp,dafür müssen wir internationale anreize schaffen – zum beispiel durch belohnung der langfristigen bindung von co2 durch das emissionshandelssystem.,"wir setzen auf einen steigenden co2-preis als wichtiges instrument, verbunden mit einem starken sozialen ausgleich und werden dabei insbesondere menschen mit geringeren einkommen unterstützen.",0.7510451
896,fdp,das hat die pandemie gezeigt.,"wir verstetigen die verfahrenserleichterungen, die sich in der pandemie bewährt haben.",0.7509965
897,fdp,diese müssen endlich auch das dunkelfeld bei klassischen delikten der organisierten kriminalität ins visier nehmen.,"b. die der mafia oder der sogenannten clankriminalität, aussagekräftiger analysiert werden.",0.75099397
898,fdp,"für den hochlauf setzen wir neben grünem wasserstoff aus erneuerbaren energien auch auf co2-neutralen „blauen“ und „türkisen“ wasserstoff aus erdgas, bei dessen herstellung der enthaltene kohlenstoff gespeichert werden kann.",für einen schnellen hochlauf und bis 60 zu einer günstigen versorgung mit grünem wasserstoff setzen wir auf eine technologieoffene ausgestaltung der wasserstoffregulatorik.,0.75093544
899,fdp,dafür wollen wir die nötigen rahmenbedingungen schaffen.,dafür werden wir alle notwendigen regelungen überprüfen.,0.7508141
900,fdp,entwicklungszusammenarbeit stärker europäisch und international koordinieren wir freie demokraten setzen uns für die stärkung der europäischen und internationalen entwicklungszusammenarbeit ein.,"wir wollen als koalition in diesem geist innerhalb der bundesregierung, mit dem deutschen bundestag und dem bundesrat sowie den ländern zusammenarbeiten.",0.7508127
901,fdp,wir fordern die umgehende freilassung aller politischen gefangenen und baldige neuwahlen als ergebnis eines von der organisation für sicherheit und zusammenarbeit in europa (osze) vermittelten strukturierten dialogs zwischen opposition und machthabern.,"154 wir stehen an der seite der menschen in belarus und unterstützen ihren wunsch nach neuwahlen, demokratie, freiheit sowie rechtsstaatlichkeit und fordern die bedingungslose freilassung aller politischen gefangenen.",0.750783
902,fdp,die abschaffung wollen wir in drei schritten in den jahren 2022 bis 2024 erreichen.,dezember 2022 fortführen.,0.7507557
903,fdp,die möglichkeiten zur abschreibung für wohnungsbauinvestitionen wollen wir verbessern.,"b. dem immobiliensektor, wollen wir erleichtern und im vollzug deutlich erhöhen.",0.75071496
904,fdp,arbeitsbedingungen in der pflege verbessern wir freie demokraten fordern bessere arbeitsbedingungen in der pflege.,"insbesondere dort verbessern wir löhne und arbeitsbedingungen der pflegekräfte mit dem ziel, die gehaltslücke zwischen kranken- und altenpflege zu schließen.",0.75053936
905,fdp,ziel ist die schaffung einer europäischen verteidigungsunion als zwischenschritt zu einer zukünftigen europäischen armee.,wir schaffen eine „bundesstiftung industrielles welterbe“ und prüfen europäische mechanismen zur förderung des denkmalschutzes.,0.7504229
906,fdp,wir setzen uns für eine effektivere verfolgung von straftaten im netz ein.,wir werden zudem die ausbeuterischen verhältnisse auf den fluchtwegen und schleuserkriminalität bekämpfen.,0.7503927
907,fdp,"internationale maßnahmen anrechnen – klimaschutz effizient umsetzen wir freie demokraten wollen die möglichkeit nutzen, projekte in anderen staaten zu finanzieren und die entsprechenden treibhausgasreduktionen auf die eigenen ziele anzurechnen.",wir streben eine verankerung der gemeinsamen finanzierung von bund und ländern zur klimavorsorge und klimaanpassung an und wollen sie mit ausreichend finanziellen mitteln ausstatten.,0.7502611
908,fdp,zudem wollen wir anreize für gute regierungsführung schaffen.,auch die wirtschaft soll in der verwaltung einen verbündeten haben.,0.75022817
909,fdp,"bürokratische hürden beim einwanderungs- und integrationsprozess sowie bei der arbeitsaufnahme, wie die vorrangprüfung oder die sperrfrist für asylbewerber, müssen abgebaut und partnerschaften mit herkunftsländern geschlossen werden.",für schnellere verfahren wollen wir das bundesamts für migration und flüchtlinge (bamf) entlasten.,0.7501806
910,fdp,"die herausforderungen des demographischen wandels lösen wir durch ein zeitgemäßes einwanderungsrecht, eine enkelfitte rentenpolitik und mehr chancen für alle bürgerinnen und bürger, eigentum und wohlstand aufzubauen.","integration, migration, flucht wir wollen einen neuanfang in der migrations- und integrationspolitik gestalten, der einem modernen einwanderungsland gerecht wird.",0.7501401
911,fdp,"ziel muss es sein, dass menschen möglichst schnell berufliche fortschritte machen können.",gleichzeitig muss eine schnellere entscheidung stattfinden.,0.7500987
912,fdp,fairen wettbewerb durch einheitlichen co2-preis sichern – „carbon leakage“ verhindern wir freie demokraten wollen deutsche unternehmen vor wettbewerbsverzerrungen durch klimapolitische maßnahmen schützen.,"wir wollen mit aller kraft vermeiden, dass deutschland aufgrund einer nichterreichung seiner klimaziele eu-emissionshandels-zertifikate im rahmen der eu-lastenteilung kaufen muss, die den bundeshaushalt belasten.",0.7500933
913,fdp,zudem wollen wir bessere voraussetzungen für die vereinbarung von weiterbildung und familie schaffen.,"dazu stärken wir die frühkindliche bildung, legen den digitalpakt 2.0 auf und machen das bafög elternunabhängiger und bauen es für die förderung der beruflichen weiterbildung aus.",0.7500076
914,fdp,wir wollen fortschritte messen und aus vielen einzelstrategien eine echte innovationsstrategie machen.,"wir werden maßnahmen ergreifen, um insbesondere eine industrielle wertschöpfung vor ort zu erhalten und innovation zu ermöglichen.",0.74994904
915,fdp,"wir wollen, dass die ausbildung und ausrüstung unserer soldatinnen und soldaten in einklang mit den aufträgen der bundeswehr gebracht wird.","die bundeswehr muss entsprechend ihres auftrages und ihrer aufgaben bestmöglich personell, materiell sowie finanziell verlässlich ausgestattet werden.",0.7497622
